"label","Project_Name","Project_Budget","Client_ID","Domain_Skill","Location_Index","City_Name","Country","ISO","Admin_Name","lat","lng","Client_Name","Project_Budget2"
"COMPLIANCE TRANSFORMATION - CASE MANAGEMENT - $2,871,792","COMPLIANCE TRANSFORMATION - CASE MANAGEMENT",2871792.2,517,"DotNet",4,"Perth","Australia","AUS","Western Australia",-31.9522,115.8589,"SAFE","$2,871,792"
"FUTURE OF WORK W4 - $1,411,288","FUTURE OF WORK W4",1411288.1,623,"DotNet",4,"Perth","Australia","AUS","Western Australia",-31.9522,115.8589,"Wesleyan Assurance Society","$1,411,288"
"FINANCE LIQUIDITY CREDIT RISK REMEDIATION - $530,000","FINANCE LIQUIDITY CREDIT RISK REMEDIATION",530000,114,"DotNet",6,"Toronto","Canada","CAN","Ontario",43.7417,-79.3733,"Canada Life","$530,000"
"SCT ROBOTICS ITS WORKDAYS - $214,072","SCT ROBOTICS ITS WORKDAYS",214072.3,22,"DotNet",7,"Montreal","Canada","CAN","Quebec",45.5089,-73.5617,"AllianzGI","$214,072"
"RECONCILIATION CONTROLS N REPORTING CCAU - $217,996","RECONCILIATION CONTROLS N REPORTING CCAU",217996,167,"DotNet",7,"Montreal","Canada","CAN","Quebec",45.5089,-73.5617,"Crux Asset Management Ltd","$217,996"
"LOC PROTECTION PRODUCT ENHANCEMENTS N REPRICING 2021 - $1,906,650","LOC PROTECTION PRODUCT ENHANCEMENTS N REPRICING 2021",1906650,248,"DotNet",8,"Vancouver","Canada","CAN","British Columbia",49.25,-123.1,"Fusion Experience","$1,906,650"
"REIMAGINING CREDITOR INSURANCE - $623,720","REIMAGINING CREDITOR INSURANCE",623720,458,"DotNet",8,"Vancouver","Canada","CAN","British Columbia",49.25,-123.1,"Pantheon","$623,720"
"DIGITAL COLLECTIONS WAVE 0 - $2,028,676","DIGITAL COLLECTIONS WAVE 0",2028676.3,551,"DotNet",8,"Vancouver","Canada","CAN","British Columbia",49.25,-123.1,"Standard Bank","$2,028,676"
"AML QUANTIFIND - $9,634,755","AML QUANTIFIND",9634754.96,339,"DotNet",10,"Edmonton","Canada","CAN","Alberta",53.5344,-113.4903,"Just Retirement","$9,634,755"
"TAMLO BAU MAINTENANCE - TM - $102,384","TAMLO BAU MAINTENANCE - TM",102383.8,195,"DotNet",11,"Ottawa","Canada","CAN","Ontario",45.4247,-75.695,"Dubai Financial Market","$102,384"
"AUDIT MGMT SYSTEM BUSINESS CASE DEVELOPMENT - $11,177,922","AUDIT MGMT SYSTEM BUSINESS CASE DEVELOPMENT",11177921.68,374,"DotNet",14,"Beijing","China","CHN","Beijing",39.905,116.3914,"Lombard","$11,177,922"
"MONITORING AND AUDIT - $1,548,568","MONITORING AND AUDIT",1548568.1,382,"DotNet",14,"Beijing","China","CHN","Beijing",39.905,116.3914,"MARS","$1,548,568"
"ITAM AND RATIONALIZATION - $502,501","ITAM AND RATIONALIZATION",502501.1,59,"DotNet",15,"Bogota","Colombia","COL","Bogota",4.6126,-74.0705,"Azure","$502,501"
"RM 2021 EHOME MAINTENANCE - $15,870,447","RM 2021 EHOME MAINTENANCE",15870447.1,544,"DotNet",15,"Bogota","Colombia","COL","Bogota",4.6126,-74.0705,"Shinsei Bank","$15,870,447"
"IB AML - KYC - IB AML ECR RETAIL - $20,617,793","IB AML - KYC - IB AML ECR RETAIL",20617793,627,"DotNet",15,"Bogota","Colombia","COL","Bogota",4.6126,-74.0705,"WICM","$20,617,793"
"GBM 1 ST CLAIR RELOCATION - $442,064","GBM 1 ST CLAIR RELOCATION",442063.77,293,"DotNet",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"IM Wealth Services","$442,064"
"IPS REFRESH PROJECT - $1,951,495","IPS REFRESH PROJECT",1951494.8,464,"DotNet",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"Phoenix","$1,951,495"
"CBB & SWM EDMONTON CO-LOCATION AND EXPANSION STRATEGY - $6,140,110","CBB & SWM EDMONTON CO-LOCATION AND EXPANSION STRATEGY",6140110,514,"DotNet",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"Russell Investments","$6,140,110"
"ECR AMEX ISSUING EXCLUSIVITY AND ACQUIRING BUSINESS - $322,307","ECR AMEX ISSUING EXCLUSIVITY AND ACQUIRING BUSINESS",322306.8,597,"DotNet",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"True Potential","$322,307"
"GLOBAL DIALER UPGRADE - $1,520,416","GLOBAL DIALER UPGRADE",1520415.8,630,"DotNet",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"Winterflood","$1,520,416"
"RR - GROSS COMMISSION RESTRICTION - $749,678","RR - GROSS COMMISSION RESTRICTION",749677.7,182,"DotNet",18,"Nice","France","FRA","Provence-Alpes-Cote dAzur",43.7034,7.2663,"Deutsche Bank Wealth","$749,678"
"ORACLE DBR - $156,000","ORACLE DBR",156000,212,"DotNet",18,"Nice","France","FRA","Provence-Alpes-Cote dAzur",43.7034,7.2663,"European Banking Authority","$156,000"
"MM CRITICAL CURRENCY, DISASTER RECOVERY UPGRADES & MAINTENANCE FOR CIA - $420,000","MM CRITICAL CURRENCY, DISASTER RECOVERY UPGRADES & MAINTENANCE FOR CIA",420000,213,"DotNet",19,"Toulouse","France","FRA","Occitanie",43.6045,1.444,"European Insurance and Occupational Pensions Authority (EIOPA)","$420,000"
"DP-CIA ONBOARDING ON LAM PHASE 2 - $22,523,694","DP-CIA ONBOARDING ON LAM PHASE 2",22523693.7,494,"DotNet",21,"Berlin","Germany","DEU","Berlin",52.5167,13.3833,"RBS Asset Management","$22,523,694"
"ONLINE APPOINTMENT BOOKING - $773,320","ONLINE APPOINTMENT BOOKING",773320,129,"DotNet",23,"Munich","Germany","DEU","Bavaria",48.1372,11.5755,"Chartered Banker:Professional Standards Board (CB:PSB)","$773,320"
"AML NAME SCREENING-IB - NS - $7,426,223","AML NAME SCREENING-IB - NS",7426222.85,233,"DotNet",23,"Munich","Germany","DEU","Bavaria",48.1372,11.5755,"First Names Group","$7,426,223"
"PAYMENTS MODERNIZATION HIGH VALUE PAYMENTS - $2,300,476","PAYMENTS MODERNIZATION HIGH VALUE PAYMENTS",2300476.4,465,"DotNet",23,"Munich","Germany","DEU","Bavaria",48.1372,11.5755,"Pictet","$2,300,476"
"DAY 2 CHEQUE PROCESSING QUAGGA - $669,892","DAY 2 CHEQUE PROCESSING QUAGGA",669892.5,493,"DotNet",23,"Munich","Germany","DEU","Bavaria",48.1372,11.5755,"RBS","$669,892"
"CONTACT CENTRE PLATFORM MEXICO WAVE 2 - $10,144,224","CONTACT CENTRE PLATFORM MEXICO WAVE 2",10144224.4,193,"DotNet",24,"Hong Kong","Hong Kong","HKG","Hong Kong",22.305,114.185,"DST (was IFDS)","$10,144,224"
"FY2020 BUSINESS GICS & DDA ENHANCEMENTS CBT - $776,990","FY2020 BUSINESS GICS & DDA ENHANCEMENTS CBT",776989.88,168,"DotNet",25,"Mumbai","India","IND","Maharashtra",18.9667,72.8333,"CSC","$776,990"
"PAY NO PAY FIXES - $6,309,965","PAY NO PAY FIXES",6309965.4,374,"DotNet",25,"Mumbai","India","IND","Maharashtra",18.9667,72.8333,"Lombard","$6,309,965"
"CFCPF - DISCLOSURE - $882,660","CFCPF - DISCLOSURE",882660,336,"DotNet",27,"Jakarta","Indonesia","IDN","Jakarta",-6.2146,106.8451,"JSCC","$882,660"
"COMPLIANCE TRANSFORMATION - MONITORING - TRADE SURVEILLANCE - $4,712,817","COMPLIANCE TRANSFORMATION - MONITORING - TRADE SURVEILLANCE",4712817.1,366,"DotNet",27,"Jakarta","Indonesia","IDN","Jakarta",-6.2146,106.8451,"Link Asset Services","$4,712,817"
"GLOBAL STABILITY & SLO DASHBOARDS/ANALYTICS - $2,552,461","GLOBAL STABILITY & SLO DASHBOARDS/ANALYTICS",2552461.1,316,"DotNet",28,"Rome","Italy","ITA","Lazio",41.8931,12.4828,"J O Hambro Capital Management","$2,552,461"
"RE TECH OTTAWA CBB EXPANSION 118 SPARKS 3RD FLR - $8,272,516","RE TECH OTTAWA CBB EXPANSION 118 SPARKS 3RD FLR",8272516.1,559,"DotNet",29,"Milan","Italy","ITA","Lombardy",45.4669,9.19,"Start-Up Meyer","$8,272,516"
"G20 REPORTING - $229,105","G20 REPORTING",229104.9,565,"DotNet",29,"Milan","Italy","ITA","Lombardy",45.4669,9.19,"Sumitomo Mitsui Banking Corporation","$229,105"
"GC - CT EIP CONFLICT MANAGEMENT INCREMENTAL FY21 - $4,084,492","GC - CT EIP CONFLICT MANAGEMENT INCREMENTAL FY21",4084492.15,437,"DotNet",30,"Tokyo","Japan","JPN","Tokyo",35.6897,139.6922,"Numis Asset Management","$4,084,492"
"FAA PHASE 3 - $1,520,000","FAA PHASE 3",1520000,37,"DotNet",31,"Osaka","Japan","JPN","Osaka",34.6936,135.5019,"Artemis","$1,520,000"
"EMV DEBIT MASTERCARD MIGRATION CARIBBEAN (BAHAMAS) - $9,095,790","EMV DEBIT MASTERCARD MIGRATION CARIBBEAN (BAHAMAS)",9095790.2,363,"DotNet",31,"Osaka","Japan","JPN","Osaka",34.6936,135.5019,"Letter One","$9,095,790"
"GBM NETWORK ACCESS CONTROL - $984,620","GBM NETWORK ACCESS CONTROL",984620.1,279,"DotNet",33,"Kuala Lumpur","Malaysia","MYS","Kuala Lumpur",3.1478,101.6953,"House of Commons","$984,620"
"RR - INSURANCE CANADA REGULATORY AND MAINTENANCE - $15,694,923","RR - INSURANCE CANADA REGULATORY AND MAINTENANCE",15694923.4,633,"DotNet",33,"Kuala Lumpur","Malaysia","MYS","Kuala Lumpur",3.1478,101.6953,"Women In Banking and FInance ( WIBF )","$15,694,923"
"U.S. RISK DATA DOMAIN - $5,920,000","U.S. RISK DATA DOMAIN",5920000,468,"DotNet",34,"Mexico City","Mexico","MEX","Ciudad de Mexico",19.4333,-99.1333,"Platform Securities","$5,920,000"
"MD - ROYAL TRUST - BARE TRUSTEE MIGRATION - $1,189,696","MD - ROYAL TRUST - BARE TRUSTEE MIGRATION",1189696.4,529,"DotNet",34,"Mexico City","Mexico","MEX","Ciudad de Mexico",19.4333,-99.1333,"Saunderson House","$1,189,696"
"AML - GPO 2020 PROGRAM - $10,870,933","AML - GPO 2020 PROGRAM",10870933.44,297,"DotNet",35,"Manila","Philippines","PHL","Manila",14.5958,120.9772,"ING","$10,870,933"
"PEGA REMEDIATION - WAVE 1 - $1,465,439","PEGA REMEDIATION - WAVE 1",1465439.45,634,"DotNet",37,"Bangkok","Thailand","THA","Krung Thep Maha Nakhon",13.75,100.5167,"Women on Boards","$1,465,439"
"UPGRADE ENTRUST ENTELLIGENCE SECURITY PROVIDER (ESP) FOR WINDOWS - $231,090","UPGRADE ENTRUST ENTELLIGENCE SECURITY PROVIDER (ESP) FOR WINDOWS",231090.4,51,"DotNet",38,"Istanbul","Turkey","TUR","Istanbul",41.01,28.9603,"Augentius Manila","$231,090"
"ETELLER CHILE - $3,178,986","ETELLER CHILE",3178985.9,309,"DotNet",38,"Istanbul","Turkey","TUR","Istanbul",41.01,28.9603,"IPS Capital","$3,178,986"
"QRADAR HARDWARE REPLACEMENT 2020 - $589,806","QRADAR HARDWARE REPLACEMENT 2020",589805.9,340,"DotNet",38,"Istanbul","Turkey","TUR","Istanbul",41.01,28.9603,"Kainos","$589,806"
"BUSINESS BANKING ONBOARDING LAB 2020 - $2,403,281","BUSINESS BANKING ONBOARDING LAB 2020",2403281.3,66,"DotNet",39,"London","United Kingdom","GBR","London, City of",51.5072,-0.1275,"Bank Of England","$2,403,281"
"AML-PS SUPPORT FOR PAYMOD - $7,466,058","AML-PS SUPPORT FOR PAYMOD",7466057.7,232,"DotNet",39,"London","United Kingdom","GBR","London, City of",51.5072,-0.1275,"First Derivatives","$7,466,058"
"COMPASS - COMPASS INTL - INFRA UPGRADE - $9,132,375","COMPASS - COMPASS INTL - INFRA UPGRADE",9132375.1,322,"DotNet",39,"London","United Kingdom","GBR","London, City of",51.5072,-0.1275,"Japan Trustee Services Bank Ltd","$9,132,375"
"RM MD FINANCIAL NETWORKS PHASE 1 - $530,000","RM MD FINANCIAL NETWORKS PHASE 1",530000,423,"DotNet",40,"Birmingham","United Kingdom","GBR","Birmingham",52.48,-1.9025,"Nigerian Stock Exchange","$530,000"
"LEAP CMS ENHANCEMENTS - $195,924","LEAP CMS ENHANCEMENTS",195924.5,634,"DotNet",41,"Manchester","United Kingdom","GBR","Manchester",53.4794,-2.2453,"Women on Boards","$195,924"
"PROJECT FRANKLIN NON TECHNOLOGY - $1,520,000","PROJECT FRANKLIN NON TECHNOLOGY",1520000,211,"DotNet",42,"Leeds","United Kingdom","GBR","Leeds",53.7997,-1.5492,"EuroCPP","$1,520,000"
"RM FEE BILLING SOLUTION - $66,557","RM FEE BILLING SOLUTION",66556.8,240,"DotNet",42,"Leeds","United Kingdom","GBR","Leeds",53.7997,-1.5492,"Flint Global","$66,557"
"ECR AML QUALITY ASSURANCE - $7,411,789","ECR AML QUALITY ASSURANCE",7411789.2,312,"DotNet",42,"Leeds","United Kingdom","GBR","Leeds",53.7997,-1.5492,"ISIS Equity Partners","$7,411,789"
"GLOBAL OPERATION CAMPREFRESH F21 - $437,380","GLOBAL OPERATION CAMPREFRESH F21",437380,397,"DotNet",42,"Leeds","United Kingdom","GBR","Leeds",53.7997,-1.5492,"Mizuho Corporate Bank","$437,380"
"OEM PARTNER INITIATIVES - $734,769","OEM PARTNER INITIATIVES",734769.4,628,"DotNet",42,"Leeds","United Kingdom","GBR","Leeds",53.7997,-1.5492,"Willis Owen","$734,769"
"AML EY INTERNAL AUDIT REMEDIATION - $3,051,449","AML EY INTERNAL AUDIT REMEDIATION",3051448.6,328,"DotNet",43,"Newcastle","United Kingdom","GBR","Newcastle upon Tyne",55.0077,-1.6578,"JFSC","$3,051,449"
"IPF SEED FUNDING - $5,980,009","IPF SEED FUNDING",5980009.4,620,"DotNet",44,"Birstall","United Kingdom","GBR","Leicester",52.6736,-1.12,"Waverton Investment Management Ltd","$5,980,009"
"BENCHMARK RATE REFORM - $10,226,402","BENCHMARK RATE REFORM",10226401.97,432,"DotNet",45,"Glasgow","United Kingdom","GBR","Glasgow City",55.8609,-4.2514,"Northern Trust Global Fund Services","$10,226,402"
"RM 2021 RESL NEW SYSTEMS MAINTENANCE - $40,299,913","RM 2021 RESL NEW SYSTEMS MAINTENANCE",40299912.6,134,"DotNet",47,"New York","United States","USA","New York",40.6943,-73.9249,"Citi","$40,299,913"
"DYNATRACE ELA AND INFRASTRUCTURE BUILDOUT - $1,619,436","DYNATRACE ELA AND INFRASTRUCTURE BUILDOUT",1619436.43,151,"DotNet",47,"New York","United States","USA","New York",40.6943,-73.9249,"Columbia Threadneedle Investments Ltd","$1,619,436"
"GLOBAL TAX WITHHOLDING - $37,802,503","GLOBAL TAX WITHHOLDING",37802502.52,178,"DotNet",47,"New York","United States","USA","New York",40.6943,-73.9249,"Demo Client","$37,802,503"
"GBP DIGITAL CHANNELS - FOUNDATIONAL CAPABILITIES - $3,517,120","GBP DIGITAL CHANNELS - FOUNDATIONAL CAPABILITIES",3517120.4,225,"DotNet",47,"New York","United States","USA","New York",40.6943,-73.9249,"Fenchurch Advisory Partners","$3,517,120"
"PRA OPERATIONAL RESILIENCE - $472,382","PRA OPERATIONAL RESILIENCE",472382,298,"DotNet",50,"Miami","United States","USA","Florida",25.7839,-80.2102,"Ingenious Group","$472,382"
"AML TRANSACTION MONITORING - WEALTH-CW - $6,433,553","AML TRANSACTION MONITORING - WEALTH-CW",6433553.04,130,"DotNet",51,"Dallas","United States","USA","Texas",32.7936,-96.7662,"CI Co-operative","$6,433,553"
"CC AUTO PAY FOR DIGITAL - $5,848,271","CC AUTO PAY FOR DIGITAL",5848271.2,135,"DotNet",52,"Philadelphia","United States","USA","Pennsylvania",40.0077,-75.1339,"Citi Global Markets Japan Ltd","$5,848,271"
"SS SWM REPORTING - SOFTWARE CURRENCY - $69,320","SS SWM REPORTING - SOFTWARE CURRENCY",69320,195,"DotNet",52,"Philadelphia","United States","USA","Pennsylvania",40.0077,-75.1339,"Dubai Financial Market","$69,320"
"ASSESSMENT UCITS PLATFORM - $6,726,598","ASSESSMENT UCITS PLATFORM",6726597.85,437,"DotNet",52,"Philadelphia","United States","USA","Pennsylvania",40.0077,-75.1339,"Numis Asset Management","$6,726,598"
"COMMON REPORTING STANDARD/FATCA - $886,202","COMMON REPORTING STANDARD/FATCA",886202,178,"DotNet",53,"Houston","United States","USA","Texas",29.7863,-95.3889,"Demo Client","$886,202"
"CFCPF - BALANCE ALERTS - $3,924,518","CFCPF - BALANCE ALERTS",3924517.5,402,"DotNet",53,"Houston","United States","USA","Texas",29.7863,-95.3889,"MUFG","$3,924,518"
"CARIBBEAN REVENUE ASSURANCE FS21 - $42,688,739","CARIBBEAN REVENUE ASSURANCE FS21",42688738.6,8,"DotNet",54,"Atlanta","United States","USA","Georgia",33.7627,-84.4224,"Accuro Fiduciary","$42,688,739"
"OCR DOCUMENT SCANNING & INDEXING - $1,314,964","OCR DOCUMENT SCANNING & INDEXING",1314963.58,52,"DotNet",54,"Atlanta","United States","USA","Georgia",33.7627,-84.4224,"Australian Payments and Clearing Association","$1,314,964"
"TAMLO AML - GBM TRANSACTION MONITORING DATA PLATFORM - GBM - $238,420","TAMLO AML - GBM TRANSACTION MONITORING DATA PLATFORM - GBM",238419.7,191,"DotNet",54,"Atlanta","United States","USA","Georgia",33.7627,-84.4224,"DNU - (Use Deutsche Bank)","$238,420"
"MIPS MAINFRAME REDUCTION PHASE 1 - $1,795,000","MIPS MAINFRAME REDUCTION PHASE 1",1795000,356,"DotNet",54,"Atlanta","United States","USA","Georgia",33.7627,-84.4224,"Kuwait Investment Office","$1,795,000"
"REVENUE ANALYSIS PLATFORM (TARDIS) - $246,420","REVENUE ANALYSIS PLATFORM (TARDIS)",246420,423,"DotNet",54,"Atlanta","United States","USA","Georgia",33.7627,-84.4224,"Nigerian Stock Exchange","$246,420"
"CFCPF - CONDUCT PRACTICES PROJECT - $8,592,382","CFCPF - CONDUCT PRACTICES PROJECT",8592381.8,65,"DotNet",55,"Washington","United States","USA","District of Columbia",38.9047,-77.0163,"Bank of Butterfield","$8,592,382"
"FLEX PROGRAM - $13,381,245","FLEX PROGRAM",13381245,79,"DotNet",55,"Washington","United States","USA","District of Columbia",38.9047,-77.0163,"Behind Every Cloud","$13,381,245"
"CHILE WEALTH EXPANSION PROGRAM - CHILE TECH P1 - $8,158,427","CHILE WEALTH EXPANSION PROGRAM - CHILE TECH P1",8158427.4,170,"DotNet",55,"Washington","United States","USA","District of Columbia",38.9047,-77.0163,"Cutover","$8,158,427"
"CRI N CRI 3.0 TRIAD IMPLEMENTATION N DEPLOYMENT - $145,000","CRI N CRI 3.0 TRIAD IMPLEMENTATION N DEPLOYMENT",145000,197,"DotNet",55,"Washington","United States","USA","District of Columbia",38.9047,-77.0163,"EBRD","$145,000"
"MM GWMS STABILITY 2021 - $7,510,262","MM GWMS STABILITY 2021",7510262.3,279,"DotNet",55,"Washington","United States","USA","District of Columbia",38.9047,-77.0163,"House of Commons","$7,510,262"
"AML - GLOBAL SANCTIONS CAPABILITIES ENHANCEMENTS - $279,615","AML - GLOBAL SANCTIONS CAPABILITIES ENHANCEMENTS",279615.45,63,"DotNet",56,"Boston","United States","USA","Massachusetts",42.3188,-71.0846,"Bank ABC","$279,615"
"APM SERVICE NOW MIGRATION - $11,535,617","APM SERVICE NOW MIGRATION",11535616.6,343,"DotNet",56,"Boston","United States","USA","Massachusetts",42.3188,-71.0846,"Kaupthing","$11,535,617"
"CDIC - BY LAW CHANGE PHASE 2 SEED FUNDING AND RPM CHARTER - $404,622","CDIC - BY LAW CHANGE PHASE 2 SEED FUNDING AND RPM CHARTER",404622,74,"DotNet",57,"Phoenix","United States","USA","Arizona",33.5722,-112.0891,"Barings","$404,622"
"COMPLIANCE TRANSFORMATION - IRCM - $555,080","COMPLIANCE TRANSFORMATION - IRCM",555080,227,"DotNet",58,"Seattle","United States","USA","Washington",47.6211,-122.3244,"Fidante Partners","$555,080"
"SOLUCIONES MIGRATION - $122,833","SOLUCIONES MIGRATION",122832.8,486,"DotNet",58,"Seattle","United States","USA","Washington",47.6211,-122.3244,"Quintet Private Bank","$122,833"
"EUROPE REG CRD V AND CRR II - $3,004,470","EUROPE REG CRD V AND CRR II",3004469.8,193,"DotNet",59,"San Francisco","United States","USA","California",37.7562,-122.443,"DST (was IFDS)","$3,004,470"
"PROJECT LEO: NETHERLANDS/WATEROUS - $203,366","PROJECT LEO: NETHERLANDS/WATEROUS",203366,335,"DotNet",59,"San Francisco","United States","USA","California",37.7562,-122.443,"JP Morgan AM","$203,366"
"CRM TOTAL WEALTH 360 - $376,428","CRM TOTAL WEALTH 360",376427.9,397,"DotNet",59,"San Francisco","United States","USA","California",37.7562,-122.443,"Mizuho Corporate Bank","$376,428"
"SCS WAVE 4 - CHILE - $420,000","SCS WAVE 4 - CHILE",420000,547,"DotNet",59,"San Francisco","United States","USA","California",37.7562,-122.443,"Societe Generale CIB","$420,000"
"ICCB ONLINE CASH MGMT PLATFORM - MEXICO - $2,384,600","ICCB ONLINE CASH MGMT PLATFORM - MEXICO",2384600,472,"DotNet",60,"San Jose","United States","USA","California",37.3019,-121.8486,"Proservice","$2,384,600"
"RM RETAIL FY21 YEAR END TAX - $241,904","RM RETAIL FY21 YEAR END TAX",241904.5,252,"DotNet",61,"Cleveland","United States","USA","Ohio",41.4767,-81.6804,"GAM","$241,904"
"MD FINANCIAL HR INTEGRATION - $2,250,620","MD FINANCIAL HR INTEGRATION",2250620,588,"DotNet",61,"Cleveland","United States","USA","Ohio",41.4767,-81.6804,"TMX","$2,250,620"
"ICCB PORTFOLIO MANAGEMENT - $5,258,157","ICCB PORTFOLIO MANAGEMENT",5258156.95,559,"DotNet",62,"Pittsburgh","United States","USA","Pennsylvania",40.4396,-79.9762,"Start-Up Meyer","$5,258,157"
"TAMLO BAU MAINTENANCE - DATA - $2,727,360","TAMLO BAU MAINTENANCE - DATA",2727360,628,"DotNet",62,"Pittsburgh","United States","USA","Pennsylvania",40.4396,-79.9762,"Willis Owen","$2,727,360"
"ECOMMS SURVEILLANCE - BEHAVOX COLOMBIA - $4,222,072","ECOMMS SURVEILLANCE - BEHAVOX COLOMBIA",4222071.9,37,"Java",1,"Sydney","Australia","AUS","New South Wales",-33.865,151.2094,"Artemis","$4,222,072"
"HR RESKILLING - $9,114,311","HR RESKILLING",9114310.52,574,"Java",1,"Sydney","Australia","AUS","New South Wales",-33.865,151.2094,"Telegraph","$9,114,311"
"DP-EDL/EDW RESOURCING - $3,618,806","DP-EDL/EDW RESOURCING",3618805.5,209,"Java",2,"Melbourne","Australia","AUS","Victoria",-37.8136,144.9631,"EuroCCP","$3,618,806"
"GHR ACCESSIBILITY - $1,172,522","GHR ACCESSIBILITY",1172522.1,378,"Java",2,"Melbourne","Australia","AUS","Victoria",-37.8136,144.9631,"Longview Partners","$1,172,522"
"NCINO END TO END CREDIT PLATFORM - MVP1 - $685,320","NCINO END TO END CREDIT PLATFORM - MVP1",685320,559,"Java",2,"Melbourne","Australia","AUS","Victoria",-37.8136,144.9631,"Start-Up Meyer","$685,320"
"DATA & ANALYTICS INITIATIVE - $5,749,366","DATA & ANALYTICS INITIATIVE",5749365.8,277,"Java",3,"Brisbane","Australia","AUS","Queensland",-27.4678,153.0281,"Hoares Bank","$5,749,366"
"AUTO MODERNIZATION - $11,237,223","AUTO MODERNIZATION",11237222.76,422,"Java",3,"Brisbane","Australia","AUS","Queensland",-27.4678,153.0281,"NG Clearing","$11,237,223"
"GCS AGENT BANKING - $4,096,200","GCS AGENT BANKING",4096200,181,"Java",4,"Perth","Australia","AUS","Western Australia",-31.9522,115.8589,"Deutsche Bank","$4,096,200"
"IRIS - INTEGRATED REVALUATION IPV SOLUTION - $252,887","IRIS - INTEGRATED REVALUATION IPV SOLUTION",252887.05,381,"Java",4,"Perth","Australia","AUS","Western Australia",-31.9522,115.8589,"Marathon Asset Management","$252,887"
"NAS REPLACEMENT / INGENIUM 7.4 - $420,000","NAS REPLACEMENT / INGENIUM 7.4",420000,554,"Java",4,"Perth","Australia","AUS","Western Australia",-31.9522,115.8589,"Standard Chartered","$420,000"
"GC - CT DATA & ANALYTICS INCREMENTAL FY21 - $2,116,184","GC - CT DATA & ANALYTICS INCREMENTAL FY21",2116183.5,100,"Java",5,"Adelaide","Australia","AUS","South Australia",-34.9289,138.6011,"British Embassy (Tokyo)","$2,116,184"
"WPS REPLACEMENT PROJECT - $1,623,847","WPS REPLACEMENT PROJECT",1623846.6,320,"Java",5,"Adelaide","Australia","AUS","South Australia",-34.9289,138.6011,"JAPAN BANK FOR INT'L COOPERATION","$1,623,847"
"BROSSARD - SWM & CBB CO-LOCATION - $329,552","BROSSARD - SWM & CBB CO-LOCATION",329552.5,173,"Java",6,"Toronto","Canada","CAN","Ontario",43.7417,-79.3733,"CVC Capital Partners","$329,552"
"AMA HOTSCAN INITIATIVES - FY2021 - $18,915,940","AMA HOTSCAN INITIATIVES - FY2021",18915939.66,292,"Java",6,"Toronto","Canada","CAN","Ontario",43.7417,-79.3733,"IM Asset Services","$18,915,940"
"ORACLE AML - 808 ECM - $2,620,000","ORACLE AML - 808 ECM",2620000.22,581,"Java",6,"Toronto","Canada","CAN","Ontario",43.7417,-79.3733,"The Prytania Group","$2,620,000"
"CANADA INFOBLOX OBSOLECENCE DEVICE REFRESH 2020 - $1,032,700","CANADA INFOBLOX OBSOLECENCE DEVICE REFRESH 2020",1032700,83,"Java",7,"Montreal","Canada","CAN","Quebec",45.5089,-73.5617,"Blackrock","$1,032,700"
"AUGMENT THREAT INTELLIGENCE FEEDS 2020 (FLASHPOINT) - $5,190,874","AUGMENT THREAT INTELLIGENCE FEEDS 2020 (FLASHPOINT)",5190873.93,90,"Java",7,"Montreal","Canada","CAN","Quebec",45.5089,-73.5617,"BNY Mellon","$5,190,874"
"FY2021 PLRS MAINTENANCE - $649,188","FY2021 PLRS MAINTENANCE",649188.3,113,"Java",7,"Montreal","Canada","CAN","Quebec",45.5089,-73.5617,"Canaccord Genuity Wealth Management","$649,188"
"SWM MEETING ROOM UPGRADE - $51,500","SWM MEETING ROOM UPGRADE",51500,17,"Java",8,"Vancouver","Canada","CAN","British Columbia",49.25,-123.1,"Affiliate Asset Management","$51,500"
"COVID19 RAPID SCREENING PILOT - $1,377,894","COVID19 RAPID SCREENING PILOT",1377894.3,318,"Java",9,"Calgary","Canada","CAN","Alberta",51.05,-114.0667,"James Hay","$1,377,894"
"DP-EXPAND POLICY MANAGEMENT CAPABLITIES OF CYBER SECURITY FOR NAC - $1,768,081","DP-EXPAND POLICY MANAGEMENT CAPABLITIES OF CYBER SECURITY FOR NAC",1768080.8,248,"Java",10,"Edmonton","Canada","CAN","Alberta",53.5344,-113.4903,"Fusion Experience","$1,768,081"
"WINDOWS 10 AND DIGITAL WORKSPACE FOR THE FUTURE (WAVE2) - $46,880","WINDOWS 10 AND DIGITAL WORKSPACE FOR THE FUTURE (WAVE2)",46880,466,"Java",10,"Edmonton","Canada","CAN","Alberta",53.5344,-113.4903,"PIMCO","$46,880"
"CECL CREDIT MODELS GAAP - $358,426","CECL CREDIT MODELS GAAP",358426.4,71,"Java",11,"Ottawa","Canada","CAN","Ontario",45.4247,-75.695,"Barclaycard","$358,426"
"GC - CT CCO INCREMENTAL FY21 - $3,747,533","GC - CT CCO INCREMENTAL FY21",3747533,299,"Java",11,"Ottawa","Canada","CAN","Ontario",45.4247,-75.695,"Insight Investment","$3,747,533"
